arquivo,cluster
data/C50/C50train\earn\2622.txt,6
data/C50/C50train\earn\2623.txt,5
data/C50/C50train\earn\2624.txt,7
data/C50/C50train\earn\2625.txt,5
data/C50/C50train\earn\2626.txt,7
data/C50/C50train\earn\2627.txt,6
data/C50/C50train\earn\2628.txt,7
data/C50/C50train\earn\2629.txt,7
data/C50/C50train\earn\263.txt,7
data/C50/C50train\earn\2630.txt,4
data/C50/C50train\earn\2631.txt,5
data/C50/C50train\earn\2632.txt,6
data/C50/C50train\earn\2633.txt,4
data/C50/C50train\earn\2634.txt,5
data/C50/C50train\earn\2635.txt,7
data/C50/C50train\earn\2636.txt,5
data/C50/C50train\earn\2637.txt,6
data/C50/C50train\earn\2638.txt,5
data/C50/C50train\earn\2639.txt,7
data/C50/C50train\earn\264.txt,7
data/C50/C50train\earn\2640.txt,4
data/C50/C50train\earn\2641.txt,7
data/C50/C50train\earn\2642.txt,2
data/C50/C50train\earn\2643.txt,7
data/C50/C50train\earn\2644.txt,7
data/C50/C50train\earn\2645.txt,7
data/C50/C50train\earn\2646.txt,5
data/C50/C50train\earn\2647.txt,5
data/C50/C50train\earn\2648.txt,7
data/C50/C50train\earn\2649.txt,9
data/C50/C50train\earn\265.txt,7
data/C50/C50train\earn\2650.txt,7
data/C50/C50train\earn\2651.txt,7
data/C50/C50train\earn\2652.txt,7
data/C50/C50train\earn\2653.txt,2
data/C50/C50train\earn\2654.txt,4
data/C50/C50train\earn\2655.txt,7
data/C50/C50train\earn\2656.txt,7
data/C50/C50train\earn\2657.txt,7
data/C50/C50train\earn\2658.txt,7
data/C50/C50train\earn\2659.txt,7
data/C50/C50train\earn\266.txt,7
data/C50/C50train\earn\2660.txt,5
data/C50/C50train\earn\2661.txt,7
data/C50/C50train\earn\2662.txt,4
data/C50/C50train\earn\2663.txt,6
data/C50/C50train\earn\2664.txt,7
data/C50/C50train\earn\2665.txt,7
data/C50/C50train\earn\2666.txt,7
data/C50/C50train\earn\2667.txt,7
data/C50/C50train\earn\2668.txt,7
data/C50/C50train\earn\2669.txt,5
data/C50/C50train\earn\267.txt,6
data/C50/C50train\earn\2670.txt,5
data/C50/C50train\earn\2671.txt,7
data/C50/C50train\earn\2672.txt,6
data/C50/C50train\earn\2673.txt,5
data/C50/C50train\earn\2674.txt,9
data/C50/C50train\earn\2675.txt,2
data/C50/C50train\earn\2676.txt,6
data/C50/C50train\earn\2677.txt,4
data/C50/C50train\earn\2678.txt,7
data/C50/C50train\earn\2679.txt,7
data/C50/C50train\earn\268.txt,7
data/C50/C50train\earn\2680.txt,7
data/C50/C50train\earn\2681.txt,7
data/C50/C50train\earn\2682.txt,7
data/C50/C50train\earn\2683.txt,7
data/C50/C50train\earn\2684.txt,7
data/C50/C50train\earn\2685.txt,7
data/C50/C50train\earn\2686.txt,5
data/C50/C50train\earn\2687.txt,7
data/C50/C50train\earn\2688.txt,2
data/C50/C50train\earn\2689.txt,7
data/C50/C50train\earn\269.txt,7
data/C50/C50train\earn\2690.txt,7
data/C50/C50train\earn\2691.txt,7
data/C50/C50train\earn\2692.txt,6
data/C50/C50train\earn\2693.txt,6
data/C50/C50train\earn\2694.txt,7
data/C50/C50train\earn\2695.txt,7
data/C50/C50train\earn\2696.txt,7
data/C50/C50train\earn\2697.txt,7
data/C50/C50train\earn\2698.txt,4
data/C50/C50train\earn\2699.txt,5
data/C50/C50train\earn\27.txt,5
data/C50/C50train\earn\270.txt,6
data/C50/C50train\earn\2700.txt,6
data/C50/C50train\earn\2701.txt,7
data/C50/C50train\earn\2702.txt,2
data/C50/C50train\earn\2703.txt,4
data/C50/C50train\earn\2704.txt,7
data/C50/C50train\earn\2705.txt,7
data/C50/C50train\earn\2706.txt,4
data/C50/C50train\earn\2707.txt,6
data/C50/C50train\earn\2708.txt,4
data/C50/C50train\earn\2709.txt,7
data/C50/C50train\earn\271.txt,7
data/C50/C50train\earn\2710.txt,6
data/C50/C50train\earn\2711.txt,7
data/C50/C50train\earn\2712.txt,7
data/C50/C50train\earn\2713.txt,7
data/C50/C50train\earn\2714.txt,6
data/C50/C50train\earn\2715.txt,7
data/C50/C50train\earn\2716.txt,7
data/C50/C50train\earn\2717.txt,7
data/C50/C50train\earn\2718.txt,7
data/C50/C50train\earn\2719.txt,7
data/C50/C50train\earn\272.txt,7
data/C50/C50train\earn\2720.txt,7
data/C50/C50train\earn\2721.txt,7
data/C50/C50train\earn\2722.txt,5
data/C50/C50train\earn\2723.txt,7
data/C50/C50train\earn\2724.txt,6
data/C50/C50train\earn\2725.txt,7
data/C50/C50train\earn\2726.txt,7
data/C50/C50train\earn\2727.txt,5
data/C50/C50train\earn\2728.txt,7
data/C50/C50train\earn\2729.txt,4
data/C50/C50train\earn\273.txt,7
data/C50/C50train\earn\2730.txt,5
data/C50/C50train\earn\2731.txt,2
data/C50/C50train\earn\2732.txt,7
data/C50/C50train\earn\2733.txt,7
data/C50/C50train\earn\2734.txt,7
data/C50/C50train\earn\2735.txt,7
data/C50/C50train\earn\2736.txt,4
data/C50/C50train\earn\2737.txt,7
data/C50/C50train\earn\2738.txt,7
data/C50/C50train\earn\2739.txt,7
data/C50/C50train\earn\274.txt,7
data/C50/C50train\earn\2740.txt,4
data/C50/C50train\earn\2741.txt,7
data/C50/C50train\earn\2742.txt,7
data/C50/C50train\earn\2743.txt,7
data/C50/C50train\earn\2744.txt,4
data/C50/C50train\earn\2745.txt,7
data/C50/C50train\earn\2746.txt,7
data/C50/C50train\earn\2747.txt,7
data/C50/C50train\earn\2748.txt,7
data/C50/C50train\earn\2749.txt,5
data/C50/C50train\earn\275.txt,5
data/C50/C50train\earn\2750.txt,7
data/C50/C50train\earn\2751.txt,7
data/C50/C50train\earn\2752.txt,6
data/C50/C50train\earn\2753.txt,7
data/C50/C50train\earn\2754.txt,7
data/C50/C50train\earn\2755.txt,7
data/C50/C50train\earn\2756.txt,7
data/C50/C50train\earn\2757.txt,7
data/C50/C50train\earn\2758.txt,7
data/C50/C50train\earn\2759.txt,7
data/C50/C50train\earn\276.txt,7
data/C50/C50train\earn\2760.txt,4
data/C50/C50train\earn\2761.txt,7
data/C50/C50train\earn\2762.txt,7
data/C50/C50train\earn\2763.txt,5
data/C50/C50train\earn\2764.txt,5
data/C50/C50train\earn\2765.txt,7
data/C50/C50train\earn\2766.txt,7
data/C50/C50train\earn\2767.txt,7
data/C50/C50train\earn\2768.txt,7
data/C50/C50train\earn\2769.txt,7
data/C50/C50train\earn\277.txt,7
data/C50/C50train\earn\2770.txt,5
data/C50/C50train\earn\2771.txt,7
data/C50/C50train\earn\2772.txt,7
data/C50/C50train\earn\2773.txt,7
data/C50/C50train\earn\2774.txt,6
data/C50/C50train\earn\2775.txt,5
data/C50/C50train\earn\2776.txt,7
data/C50/C50train\earn\2777.txt,6
data/C50/C50train\earn\2778.txt,7
data/C50/C50train\earn\2779.txt,7
data/C50/C50train\earn\278.txt,6
data/C50/C50train\earn\2780.txt,4
data/C50/C50train\earn\2781.txt,7
data/C50/C50train\earn\2782.txt,7
data/C50/C50train\earn\2783.txt,6
data/C50/C50train\earn\2784.txt,7
data/C50/C50train\earn\2785.txt,4
data/C50/C50train\earn\2786.txt,7
data/C50/C50train\earn\2787.txt,4
data/C50/C50train\earn\2788.txt,7
data/C50/C50train\earn\2789.txt,6
data/C50/C50train\earn\279.txt,6
data/C50/C50train\earn\2790.txt,7
data/C50/C50train\earn\2791.txt,7
data/C50/C50train\earn\2792.txt,7
data/C50/C50train\earn\2793.txt,7
data/C50/C50train\earn\2794.txt,7
data/C50/C50train\earn\2795.txt,5
data/C50/C50train\earn\2796.txt,7
data/C50/C50train\earn\2797.txt,7
data/C50/C50train\earn\2798.txt,7
data/C50/C50train\earn\2799.txt,6
data/C50/C50train\earn\28.txt,7
data/C50/C50train\earn\280.txt,5
data/C50/C50train\earn\2800.txt,6
data/C50/C50train\earn\2801.txt,6
data/C50/C50train\earn\2802.txt,6
data/C50/C50train\earn\2803.txt,6
data/C50/C50train\earn\2804.txt,7
data/C50/C50train\earn\2805.txt,5
data/C50/C50train\earn\2806.txt,5
data/C50/C50train\earn\2807.txt,4
data/C50/C50train\earn\2808.txt,2
data/C50/C50train\earn\2809.txt,7
data/C50/C50train\earn\281.txt,7
data/C50/C50train\earn\2810.txt,7
data/C50/C50train\earn\2811.txt,7
data/C50/C50train\earn\2812.txt,5
data/C50/C50train\earn\2813.txt,7
data/C50/C50train\earn\2814.txt,2
data/C50/C50train\earn\2815.txt,4
data/C50/C50train\earn\2816.txt,6
data/C50/C50train\earn\2817.txt,7
data/C50/C50train\earn\2818.txt,7
data/C50/C50train\earn\2819.txt,7
data/C50/C50train\earn\282.txt,6
data/C50/C50train\earn\2820.txt,7
data/C50/C50train\earn\2821.txt,6
data/C50/C50train\earn\2822.txt,7
data/C50/C50train\earn\2823.txt,2
data/C50/C50train\earn\2824.txt,4
data/C50/C50train\earn\2825.txt,7
data/C50/C50train\earn\2826.txt,4
data/C50/C50train\earn\2827.txt,7
data/C50/C50train\earn\2828.txt,4
data/C50/C50train\earn\2829.txt,5
data/C50/C50train\earn\283.txt,4
data/C50/C50train\earn\2830.txt,2
data/C50/C50train\earn\2831.txt,7
data/C50/C50train\earn\2832.txt,6
data/C50/C50train\earn\2833.txt,2
data/C50/C50train\earn\2834.txt,7
data/C50/C50train\earn\2835.txt,6
data/C50/C50train\earn\2836.txt,7
data/C50/C50train\earn\2837.txt,6
data/C50/C50train\earn\2838.txt,5
data/C50/C50train\earn\2839.txt,5
data/C50/C50train\earn\284.txt,5
data/C50/C50train\earn\2840.txt,7
data/C50/C50train\earn\2841.txt,6
data/C50/C50train\earn\2842.txt,5
data/C50/C50train\earn\2843.txt,4
data/C50/C50train\earn\2844.txt,7
data/C50/C50train\earn\2845.txt,5
data/C50/C50train\earn\2846.txt,6
data/C50/C50train\earn\2847.txt,2
data/C50/C50train\earn\2848.txt,7
data/C50/C50train\earn\2849.txt,7
data/C50/C50train\earn\285.txt,7
data/C50/C50train\earn\2850.txt,9
data/C50/C50train\earn\2851.txt,7
data/C50/C50train\earn\2852.txt,5
data/C50/C50train\earn\2853.txt,2
data/C50/C50train\earn\2854.txt,7
data/C50/C50train\earn\2855.txt,7
data/C50/C50train\earn\2856.txt,7
data/C50/C50train\earn\2857.txt,7
data/C50/C50train\earn\2858.txt,6
data/C50/C50train\earn\2859.txt,7
data/C50/C50train\earn\286.txt,7
data/C50/C50train\earn\2860.txt,6
data/C50/C50train\earn\2861.txt,5
data/C50/C50train\earn\2862.txt,7
data/C50/C50train\earn\2863.txt,7
data/C50/C50train\earn\2864.txt,2
data/C50/C50train\earn\2865.txt,6
data/C50/C50train\earn\2866.txt,7
data/C50/C50train\earn\2867.txt,7
data/C50/C50train\earn\2868.txt,7
data/C50/C50train\earn\2869.txt,2
data/C50/C50train\earn\287.txt,4
data/C50/C50train\earn\2870.txt,4
data/C50/C50train\earn\2871.txt,7
data/C50/C50train\earn\2872.txt,7
data/C50/C50train\earn\2873.txt,7
data/C50/C50train\earn\2874.txt,7
data/C50/C50train\earn\2875.txt,5
data/C50/C50train\earn\2876.txt,7
data/C50/C50train\earn\2877.txt,7
data/C50/C50train\earn\2878.txt,6
data/C50/C50train\earn\2879.txt,7
data/C50/C50train\earn\288.txt,7
data/C50/C50train\earn\2880.txt,7
data/C50/C50train\earn\2881.txt,6
data/C50/C50train\earn\2882.txt,4
data/C50/C50train\earn\2883.txt,6
data/C50/C50train\earn\2884.txt,6
data/C50/C50train\earn\2885.txt,7
data/C50/C50train\earn\2886.txt,7
data/C50/C50train\earn\2887.txt,7
data/C50/C50train\earn\2888.txt,7
data/C50/C50train\earn\2889.txt,6
data/C50/C50train\earn\289.txt,9
data/C50/C50train\earn\2890.txt,5
data/C50/C50train\earn\2891.txt,7
data/C50/C50train\earn\2892.txt,7
data/C50/C50train\earn\2893.txt,5
data/C50/C50train\earn\2894.txt,7
data/C50/C50train\earn\2895.txt,7
data/C50/C50train\earn\2896.txt,7
data/C50/C50train\earn\2897.txt,5
data/C50/C50train\earn\2898.txt,7
data/C50/C50train\earn\2899.txt,7
data/C50/C50train\earn\29.txt,7
data/C50/C50train\earn\290.txt,7
data/C50/C50train\earn\2900.txt,4
data/C50/C50train\earn\2901.txt,5
data/C50/C50train\earn\2902.txt,7
data/C50/C50train\earn\2903.txt,6
data/C50/C50train\earn\2904.txt,7
data/C50/C50train\earn\2905.txt,4
data/C50/C50train\earn\2906.txt,6
data/C50/C50train\earn\2907.txt,5
data/C50/C50train\earn\2908.txt,7
data/C50/C50train\earn\2909.txt,7
data/C50/C50train\earn\291.txt,2
data/C50/C50train\earn\2910.txt,7
data/C50/C50train\earn\2911.txt,6
data/C50/C50train\earn\2912.txt,7
data/C50/C50train\earn\2913.txt,7
data/C50/C50train\earn\2914.txt,5
data/C50/C50train\earn\2915.txt,7
data/C50/C50train\earn\2916.txt,6
data/C50/C50train\earn\2917.txt,2
data/C50/C50train\earn\2918.txt,2
data/C50/C50train\earn\2919.txt,7
data/C50/C50train\earn\292.txt,7
data/C50/C50train\earn\2920.txt,7
data/C50/C50train\earn\2921.txt,7
data/C50/C50train\earn\2922.txt,7
data/C50/C50train\earn\2923.txt,7
data/C50/C50train\earn\2924.txt,7
data/C50/C50train\earn\2925.txt,5
data/C50/C50train\earn\2926.txt,4
data/C50/C50train\earn\2927.txt,9
data/C50/C50train\earn\2928.txt,7
data/C50/C50train\earn\2929.txt,7
data/C50/C50train\earn\293.txt,5
data/C50/C50train\earn\2930.txt,7
data/C50/C50train\earn\2931.txt,6
data/C50/C50train\earn\2932.txt,4
data/C50/C50train\earn\2933.txt,7
data/C50/C50train\earn\2934.txt,7
data/C50/C50train\earn\2935.txt,7
data/C50/C50train\earn\2936.txt,6
data/C50/C50train\earn\2937.txt,7
data/C50/C50train\earn\2938.txt,7
data/C50/C50train\earn\2939.txt,5
data/C50/C50train\earn\294.txt,7
data/C50/C50train\earn\2940.txt,7
data/C50/C50train\earn\2941.txt,7
data/C50/C50train\earn\2942.txt,7
data/C50/C50train\earn\2943.txt,7
data/C50/C50train\earn\2944.txt,7
data/C50/C50train\earn\2945.txt,7
data/C50/C50train\earn\2946.txt,4
data/C50/C50train\earn\2947.txt,7
data/C50/C50train\earn\2948.txt,4
data/C50/C50train\earn\2949.txt,7
data/C50/C50train\earn\295.txt,7
data/C50/C50train\earn\2950.txt,5
data/C50/C50train\earn\2951.txt,6
data/C50/C50train\earn\2952.txt,7
data/C50/C50train\earn\2953.txt,7
data/C50/C50train\earn\2954.txt,7
data/C50/C50train\earn\2955.txt,7
data/C50/C50train\earn\2956.txt,7
data/C50/C50train\earn\2957.txt,4
data/C50/C50train\earn\2958.txt,6
data/C50/C50train\earn\2959.txt,2
data/C50/C50train\earn\296.txt,7
data/C50/C50train\earn\2960.txt,5
data/C50/C50train\earn\2961.txt,7
data/C50/C50train\earn\2962.txt,7
data/C50/C50train\earn\2963.txt,6
data/C50/C50train\earn\2964.txt,7
data/C50/C50train\earn\2965.txt,4
data/C50/C50train\earn\2966.txt,5
data/C50/C50train\earn\2967.txt,5
data/C50/C50train\earn\2968.txt,7
data/C50/C50train\earn\2969.txt,1
data/C50/C50train\earn\297.txt,6
data/C50/C50train\earn\2970.txt,7
data/C50/C50train\earn\2971.txt,7
data/C50/C50train\earn\2972.txt,7
data/C50/C50train\earn\2973.txt,4
data/C50/C50train\earn\2974.txt,7
data/C50/C50train\earn\2975.txt,5
data/C50/C50train\earn\2976.txt,6
data/C50/C50train\earn\2977.txt,7
data/C50/C50train\earn\2978.txt,5
data/C50/C50train\earn\2979.txt,7
data/C50/C50train\earn\298.txt,7
data/C50/C50train\earn\2980.txt,7
data/C50/C50train\earn\2981.txt,7
data/C50/C50train\earn\2982.txt,7
data/C50/C50train\earn\2983.txt,7
data/C50/C50train\earn\2984.txt,7
data/C50/C50train\earn\2985.txt,6
data/C50/C50train\earn\2986.txt,2
data/C50/C50train\earn\2987.txt,7
data/C50/C50train\earn\2988.txt,2
data/C50/C50train\earn\2989.txt,7
data/C50/C50train\earn\299.txt,5
data/C50/C50train\earn\2990.txt,7
data/C50/C50train\earn\2991.txt,7
data/C50/C50train\earn\2992.txt,6
data/C50/C50train\earn\2993.txt,7
data/C50/C50train\earn\2994.txt,2
data/C50/C50train\earn\2995.txt,7
data/C50/C50train\earn\2996.txt,7
data/C50/C50train\earn\2997.txt,7
data/C50/C50train\earn\2998.txt,7
data/C50/C50train\earn\2999.txt,9
data/C50/C50train\earn\3.txt,6
data/C50/C50train\earn\30.txt,2
data/C50/C50train\earn\300.txt,4
data/C50/C50train\earn\3000.txt,7
data/C50/C50train\earn\3001.txt,5
data/C50/C50train\earn\3002.txt,7
data/C50/C50train\earn\3003.txt,6
data/C50/C50train\earn\3004.txt,7
data/C50/C50train\earn\3005.txt,5
data/C50/C50train\earn\3006.txt,7
data/C50/C50train\earn\3007.txt,5
data/C50/C50train\earn\3008.txt,5
data/C50/C50train\earn\3009.txt,6
data/C50/C50train\earn\301.txt,7
data/C50/C50train\earn\3010.txt,9
data/C50/C50train\earn\3011.txt,7
data/C50/C50train\earn\3012.txt,7
data/C50/C50train\earn\3013.txt,7
data/C50/C50train\earn\3014.txt,6
data/C50/C50train\earn\3015.txt,7
data/C50/C50train\earn\3016.txt,7
data/C50/C50train\earn\3017.txt,7
data/C50/C50train\earn\3018.txt,7
data/C50/C50train\earn\3019.txt,4
data/C50/C50train\earn\302.txt,7
data/C50/C50train\earn\3020.txt,6
data/C50/C50train\earn\3021.txt,6
data/C50/C50train\earn\3022.txt,7
data/C50/C50train\earn\3023.txt,7
data/C50/C50train\earn\3024.txt,7
data/C50/C50train\earn\3025.txt,2
data/C50/C50train\earn\3026.txt,4
data/C50/C50train\earn\3027.txt,5
data/C50/C50train\earn\3028.txt,9
data/C50/C50train\earn\3029.txt,6
data/C50/C50train\earn\303.txt,6
data/C50/C50train\earn\3030.txt,7
data/C50/C50train\earn\3031.txt,5
data/C50/C50train\earn\3032.txt,7
data/C50/C50train\earn\3033.txt,7
data/C50/C50train\earn\3034.txt,6
data/C50/C50train\earn\3035.txt,7
data/C50/C50train\earn\3036.txt,7
data/C50/C50train\earn\3037.txt,7
data/C50/C50train\earn\3038.txt,6
data/C50/C50train\earn\3039.txt,7
data/C50/C50train\earn\304.txt,6
data/C50/C50train\earn\3040.txt,7
data/C50/C50train\earn\3041.txt,7
data/C50/C50train\earn\3042.txt,7
data/C50/C50train\earn\3043.txt,7
data/C50/C50train\earn\3044.txt,7
data/C50/C50train\earn\3045.txt,9
data/C50/C50train\earn\3046.txt,7
data/C50/C50train\earn\3047.txt,7
data/C50/C50train\earn\3048.txt,5
data/C50/C50train\earn\3049.txt,5
data/C50/C50train\earn\305.txt,7
data/C50/C50train\earn\3050.txt,7
data/C50/C50train\earn\3051.txt,5
data/C50/C50train\earn\3052.txt,5
data/C50/C50train\earn\3053.txt,7
data/C50/C50train\earn\3054.txt,7
data/C50/C50train\earn\3055.txt,7
data/C50/C50train\earn\3056.txt,7
data/C50/C50train\earn\3057.txt,5
data/C50/C50train\earn\3058.txt,5
data/C50/C50train\earn\3059.txt,6
data/C50/C50train\earn\306.txt,7
data/C50/C50train\earn\3060.txt,7
data/C50/C50train\earn\3061.txt,6
data/C50/C50train\earn\3062.txt,7
data/C50/C50train\earn\3063.txt,7
data/C50/C50train\earn\3064.txt,4
data/C50/C50train\earn\3065.txt,6
data/C50/C50train\earn\3066.txt,7
data/C50/C50train\earn\3067.txt,7
data/C50/C50train\earn\3068.txt,7
data/C50/C50train\earn\3069.txt,7
data/C50/C50train\earn\307.txt,4
data/C50/C50train\earn\3070.txt,7
data/C50/C50train\earn\3071.txt,7
data/C50/C50train\earn\3072.txt,5
data/C50/C50train\earn\3073.txt,4
data/C50/C50train\earn\3074.txt,7
data/C50/C50train\earn\3075.txt,7
data/C50/C50train\earn\3076.txt,7
data/C50/C50train\earn\3077.txt,7
data/C50/C50train\earn\3078.txt,7
data/C50/C50train\earn\3079.txt,6
data/C50/C50train\earn\308.txt,7
data/C50/C50train\earn\3080.txt,6
data/C50/C50train\earn\3081.txt,7
data/C50/C50train\earn\3082.txt,2
data/C50/C50train\earn\3083.txt,7
data/C50/C50train\earn\3084.txt,4
data/C50/C50train\earn\3085.txt,5
data/C50/C50train\earn\3086.txt,7
data/C50/C50train\earn\3087.txt,6
data/C50/C50train\earn\3088.txt,5
data/C50/C50train\earn\3089.txt,7
data/C50/C50train\earn\309.txt,5
data/C50/C50train\earn\3090.txt,7
data/C50/C50train\earn\3091.txt,7
data/C50/C50train\earn\3092.txt,7
data/C50/C50train\earn\3093.txt,6
data/C50/C50train\earn\3094.txt,4
data/C50/C50train\earn\3095.txt,7
data/C50/C50train\earn\3096.txt,6
data/C50/C50train\earn\3097.txt,2
data/C50/C50train\earn\3098.txt,5
data/C50/C50train\earn\3099.txt,7
data/C50/C50train\earn\31.txt,5
data/C50/C50train\earn\310.txt,7
data/C50/C50train\earn\3100.txt,7
data/C50/C50train\earn\3101.txt,7
data/C50/C50train\earn\3102.txt,7
data/C50/C50train\earn\3103.txt,7
data/C50/C50train\earn\3104.txt,7
data/C50/C50train\earn\3105.txt,7
data/C50/C50train\earn\3106.txt,5
data/C50/C50train\earn\3107.txt,7
data/C50/C50train\earn\3108.txt,7
data/C50/C50train\earn\3109.txt,2
data/C50/C50train\earn\311.txt,4
data/C50/C50train\earn\3110.txt,9
data/C50/C50train\earn\3111.txt,4
data/C50/C50train\earn\3112.txt,7
data/C50/C50train\earn\3113.txt,7
data/C50/C50train\earn\3114.txt,7
data/C50/C50train\earn\3115.txt,7
data/C50/C50train\earn\3116.txt,4
data/C50/C50train\earn\3117.txt,6
data/C50/C50train\earn\3118.txt,4
data/C50/C50train\earn\3119.txt,7
data/C50/C50train\earn\312.txt,7
data/C50/C50train\earn\3120.txt,4
data/C50/C50train\earn\3121.txt,5
data/C50/C50train\earn\3122.txt,4
data/C50/C50train\earn\3123.txt,2
data/C50/C50train\earn\3124.txt,4
data/C50/C50train\earn\3125.txt,2
data/C50/C50train\earn\3126.txt,7
data/C50/C50train\earn\3127.txt,7
data/C50/C50train\earn\3128.txt,7
data/C50/C50train\earn\3129.txt,7
data/C50/C50train\earn\313.txt,6
data/C50/C50train\earn\3130.txt,7
data/C50/C50train\earn\3131.txt,6
data/C50/C50train\earn\3132.txt,7
data/C50/C50train\earn\3133.txt,5
data/C50/C50train\earn\3134.txt,7
data/C50/C50train\earn\3135.txt,6
data/C50/C50train\earn\3136.txt,7
data/C50/C50train\earn\3137.txt,5
data/C50/C50train\earn\3138.txt,6
data/C50/C50train\earn\3139.txt,6
data/C50/C50train\earn\314.txt,6
data/C50/C50train\earn\3140.txt,7
data/C50/C50train\earn\3141.txt,7
data/C50/C50train\earn\3142.txt,7
data/C50/C50train\earn\3143.txt,6
data/C50/C50train\earn\3144.txt,7
data/C50/C50train\earn\3145.txt,7
data/C50/C50train\earn\3146.txt,2
data/C50/C50train\earn\3147.txt,7
data/C50/C50train\earn\3148.txt,7
data/C50/C50train\earn\3149.txt,5
data/C50/C50train\earn\315.txt,7
data/C50/C50train\earn\3150.txt,5
data/C50/C50train\earn\3151.txt,7
data/C50/C50train\earn\3152.txt,7
data/C50/C50train\earn\3153.txt,5
data/C50/C50train\earn\3154.txt,7
data/C50/C50train\earn\3155.txt,7
data/C50/C50train\earn\3156.txt,4
data/C50/C50train\earn\3157.txt,7
data/C50/C50train\earn\3158.txt,6
data/C50/C50train\earn\3159.txt,7
data/C50/C50train\earn\316.txt,7
data/C50/C50train\earn\3160.txt,4
data/C50/C50train\earn\3161.txt,7
data/C50/C50train\earn\3162.txt,7
data/C50/C50train\earn\3163.txt,6
data/C50/C50train\earn\3164.txt,4
data/C50/C50train\earn\3165.txt,6
data/C50/C50train\earn\3166.txt,9
data/C50/C50train\earn\3167.txt,7
data/C50/C50train\earn\3168.txt,7
data/C50/C50train\earn\3169.txt,7
data/C50/C50train\earn\317.txt,5
data/C50/C50train\earn\3170.txt,5
data/C50/C50train\earn\3171.txt,5
data/C50/C50train\earn\3172.txt,2
data/C50/C50train\earn\3173.txt,7
data/C50/C50train\earn\3174.txt,7
data/C50/C50train\earn\3175.txt,7
data/C50/C50train\earn\3176.txt,5
data/C50/C50train\earn\3177.txt,7
data/C50/C50train\earn\3178.txt,6
data/C50/C50train\earn\3179.txt,4
data/C50/C50train\earn\318.txt,5
data/C50/C50train\earn\3180.txt,4
data/C50/C50train\earn\3181.txt,5
data/C50/C50train\earn\3182.txt,7
data/C50/C50train\earn\3183.txt,7
data/C50/C50train\earn\3184.txt,2
data/C50/C50train\earn\3185.txt,2
data/C50/C50train\earn\3186.txt,7
data/C50/C50train\earn\3187.txt,5
data/C50/C50train\earn\3188.txt,7
data/C50/C50train\earn\3189.txt,6
data/C50/C50train\earn\319.txt,5
data/C50/C50train\earn\3190.txt,5
data/C50/C50train\earn\3191.txt,7
data/C50/C50train\earn\3192.txt,7
data/C50/C50train\earn\3193.txt,7
data/C50/C50train\earn\3194.txt,7
data/C50/C50train\earn\3195.txt,6
data/C50/C50train\earn\3196.txt,5
data/C50/C50train\earn\3197.txt,2
data/C50/C50train\earn\3198.txt,7
data/C50/C50train\earn\3199.txt,5
data/C50/C50train\earn\32.txt,7
data/C50/C50train\earn\320.txt,2
data/C50/C50train\earn\3200.txt,7
data/C50/C50train\earn\3201.txt,7
data/C50/C50train\earn\3202.txt,4
data/C50/C50train\earn\3203.txt,7
data/C50/C50train\earn\3204.txt,6
data/C50/C50train\earn\321.txt,7
data/C50/C50train\earn\322.txt,4
data/C50/C50train\earn\323.txt,7
data/C50/C50train\earn\324.txt,7
data/C50/C50train\earn\325.txt,7
data/C50/C50train\earn\326.txt,7
data/C50/C50train\earn\327.txt,7
data/C50/C50train\earn\328.txt,4
data/C50/C50train\earn\329.txt,5
data/C50/C50train\earn\33.txt,7
data/C50/C50train\earn\330.txt,7
data/C50/C50train\earn\331.txt,7
data/C50/C50train\earn\332.txt,7
data/C50/C50train\earn\333.txt,2
data/C50/C50train\earn\334.txt,7
data/C50/C50train\earn\335.txt,7
data/C50/C50train\earn\336.txt,7
data/C50/C50train\earn\337.txt,7
data/C50/C50train\earn\338.txt,4
data/C50/C50train\earn\339.txt,7
data/C50/C50train\earn\34.txt,6
data/C50/C50train\earn\340.txt,7
data/C50/C50train\earn\341.txt,7
data/C50/C50train\earn\342.txt,7
data/C50/C50train\earn\343.txt,7
data/C50/C50train\earn\344.txt,7
data/C50/C50train\earn\345.txt,5
data/C50/C50train\earn\346.txt,7
data/C50/C50train\earn\347.txt,6
data/C50/C50train\earn\348.txt,7
data/C50/C50train\earn\349.txt,7
data/C50/C50train\earn\35.txt,6
data/C50/C50train\earn\350.txt,6
data/C50/C50train\earn\351.txt,7
data/C50/C50train\earn\352.txt,7
data/C50/C50train\earn\353.txt,7
data/C50/C50train\earn\354.txt,7
data/C50/C50train\earn\355.txt,7
data/C50/C50train\earn\356.txt,7
data/C50/C50train\earn\357.txt,7
data/C50/C50train\earn\358.txt,7
data/C50/C50train\earn\359.txt,7
data/C50/C50train\earn\36.txt,7
data/C50/C50train\earn\360.txt,5
data/C50/C50train\earn\361.txt,7
data/C50/C50train\earn\362.txt,7
data/C50/C50train\earn\363.txt,7
data/C50/C50train\earn\364.txt,4
data/C50/C50train\earn\365.txt,7
data/C50/C50train\earn\366.txt,7
data/C50/C50train\earn\367.txt,5
data/C50/C50train\earn\368.txt,7
data/C50/C50train\earn\369.txt,5
data/C50/C50train\earn\37.txt,7
data/C50/C50train\earn\370.txt,6
data/C50/C50train\earn\371.txt,7
data/C50/C50train\earn\372.txt,7
